,path,latency,noise,snr
805,C ,0.0052536344993708945,0.0010500000000000002,29.788107009300617
806,C ->D ,0.0052536344993708945,0.0010500000000000002,29.788107009300617
807,C ->D ->B ,0.0052536344993708945,0.0010500000000000002,29.788107009300617
808,C ->D ->B ->F ,0.0052536344993708945,0.0010500000000000002,29.788107009300617
809,C ,0.007255019070559808,0.00145,28.386319977650253
810,C ->D ,0.007255019070559808,0.00145,28.386319977650253
811,C ->D ->E ,0.007255019070559808,0.00145,28.386319977650253
812,C ->D ->E ->F ,0.007255019070559808,0.00145,28.386319977650253
813,C ,0.005253634499370895,0.0010500000000000002,29.788107009300617
814,C ->D ,0.005253634499370895,0.0010500000000000002,29.788107009300617
815,C ->D ->F ,0.005253634499370895,0.0010500000000000002,29.788107009300617
816,C ,0.007255019070559807,0.0014500000000000001,28.386319977650253
817,C ->E ,0.007255019070559807,0.0014500000000000001,28.386319977650253
818,C ->E ->D ,0.007255019070559807,0.0014500000000000001,28.386319977650253
819,C ->E ->D ->A ,0.007255019070559807,0.0014500000000000001,28.386319977650253
820,C ->E ->D ->A ->B ,0.007255019070559807,0.0014500000000000001,28.386319977650253
821,C ->E ->D ->A ->B ->F ,0.007255019070559807,0.0014500000000000001,28.386319977650253
822,C ,0.0052536344993708945,0.0010500000000000002,29.788107009300617
823,C ->E ,0.0052536344993708945,0.0010500000000000002,29.788107009300617
824,C ->E ->D ,0.0052536344993708945,0.0010500000000000002,29.788107009300617
825,C ->E ->D ->B ,0.0052536344993708945,0.0010500000000000002,29.788107009300617
826,C ->E ->D ->B ->F ,0.0052536344993708945,0.0010500000000000002,29.788107009300617
827,C ,0.005253634499370895,0.0010500000000000002,29.788107009300617
828,C ->E ,0.005253634499370895,0.0010500000000000002,29.788107009300617
829,C ->E ->D ,0.005253634499370895,0.0010500000000000002,29.788107009300617
830,C ->E ->D ->F ,0.005253634499370895,0.0010500000000000002,29.788107009300617
831,C ,0.005253634499370895,0.0010500000000000002,29.788107009300617
832,C ->E ,0.005253634499370895,0.0010500000000000002,29.788107009300617
833,C ->E ->F ,0.005253634499370895,0.0010500000000000002,29.788107009300617
834,D ,0.0010006922855944561,0.0002,36.98970004336019
835,D ->A ,0.0010006922855944561,0.0002,36.98970004336019
836,D ,0.004002769142377825,0.0008,30.969100130080562
837,D ->B ,0.004002769142377825,0.0008,30.969100130080562
838,D ->B ->A ,0.004002769142377825,0.0008,30.969100130080562
839,D ,0.009506576713147334,0.0018999999999999998,27.21246399047171
840,D ->B ,0.009506576713147334,0.0018999999999999998,27.21246399047171
841,D ->B ->F ,0.009506576713147334,0.0018999999999999998,27.21246399047171
842,D ->B ->F ->E ,0.009506576713147334,0.0018999999999999998,27.21246399047171
843,D ->B ->F ->E ->C ,0.009506576713147334,0.0018999999999999998,27.21246399047171
844,D ->B ->F ->E ->C ->A ,0.009506576713147334,0.0018999999999999998,27.21246399047171
845,D ,0.004002769142377825,0.0008,30.969100130080562
846,D ->C ,0.004002769142377825,0.0008,30.969100130080562
847,D ->C ->A ,0.004002769142377825,0.0008,30.969100130080562
848,D ,0.011507961284336246,0.0023,26.38272163982407
849,D ->C ,0.011507961284336246,0.0023,26.38272163982407
850,D ->C ->E ,0.011507961284336246,0.0023,26.38272163982407
851,D ->C ->E ->F ,0.011507961284336246,0.0023,26.38272163982407
852,D ->C ->E ->F ->B ,0.011507961284336246,0.0023,26.38272163982407
853,D ->C ->E ->F ->B ->A ,0.011507961284336246,0.0023,26.38272163982407
854,D ,0.004002769142377825,0.0008,30.969100130080562
855,D ->E ,0.004002769142377825,0.0008,30.969100130080562
856,D ->E ->C ,0.004002769142377825,0.0008,30.969100130080562
857,D ->E ->C ->A ,0.004002769142377825,0.0008,30.969100130080562
858,D ,0.008505884427552877,0.0017000000000000001,27.69551078621726
859,D ->E ,0.008505884427552877,0.0017000000000000001,27.69551078621726
860,D ->E ->F ,0.008505884427552877,0.0017000000000000001,27.69551078621726
861,D ->E ->F ->B ,0.008505884427552877,0.0017000000000000001,27.69551078621726
862,D ->E ->F ->B ->A ,0.008505884427552877,0.0017000000000000001,27.69551078621726
863,D ,0.0065044998563639645,0.0013,28.86056647693163
864,D ->F ,0.0065044998563639645,0.0013,28.86056647693163
865,D ->F ->B ,0.0065044998563639645,0.0013,28.86056647693163
866,D ->F ->B ->A ,0.0065044998563639645,0.0013,28.86056647693163
867,D ,0.009506576713147334,0.0018999999999999998,27.21246399047171
868,D ->F ,0.009506576713147334,0.0018999999999999998,27.21246399047171
869,D ->F ->E ,0.009506576713147334,0.0018999999999999998,27.21246399047171
870,D ->F ->E ->C ,0.009506576713147334,0.0018999999999999998,27.21246399047171
871,D ->F ->E ->C ->A ,0.009506576713147334,0.0018999999999999998,27.21246399047171
872,D ,0.0035024229995805965,0.0007,31.54901959985743
873,D ->A ,0.0035024229995805965,0.0007,31.54901959985743
874,D ->A ->B ,0.0035024229995805965,0.0007,31.54901959985743
875,D ,0.009006230570350106,0.0018000000000000002,27.44727494896694
876,D ->A ,0.009006230570350106,0.0018000000000000002,27.44727494896694
877,D ->A ->C ,0.009006230570350106,0.0018000000000000002,27.44727494896694
878,D ->A ->C ->E ,0.009006230570350106,0.0018000000000000002,27.44727494896694
879,D ->A ->C ->E ->F ,0.009006230570350106,0.0018000000000000002,27.44727494896694
880,D ->A ->C ->E ->F ->B ,0.009006230570350106,0.0018000000000000002,27.44727494896694
881,D ,0.0015010384283916842,0.00030000000000000003,35.228787452803374
882,D ->B ,0.0015010384283916842,0.00030000000000000003,35.228787452803374
883,D ,0.0065044998563639645,0.0013,28.86056647693163
884,D ->C ,0.0065044998563639645,0.0013,28.86056647693163
885,D ->C ->A ,0.0065044998563639645,0.0013,28.86056647693163
886,D ->C ->A ->B ,0.0065044998563639645,0.0013,28.86056647693163
887,D ,0.009006230570350106,0.0018000000000000002,27.44727494896694
888,D ->C ,0.009006230570350106,0.0018000000000000002,27.44727494896694
889,D ->C ->E ,0.009006230570350106,0.0018000000000000002,27.44727494896694
890,D ->C ->E ->F ,0.009006230570350106,0.0018000000000000002,27.44727494896694
891,D ->C ->E ->F ->B ,0.009006230570350106,0.0018000000000000002,27.44727494896694
892,D ,0.0065044998563639645,0.0013,28.86056647693163
893,D ->E ,0.0065044998563639645,0.0013,28.86056647693163
894,D ->E ->C ,0.0065044998563639645,0.0013,28.86056647693163
895,D ->E ->C ->A ,0.0065044998563639645,0.0013,28.86056647693163
896,D ->E ->C ->A ->B ,0.0065044998563639645,0.0013,28.86056647693163
897,D ,0.006004153713566737,0.0012000000000000001,29.208187539523752
898,D ->E ,0.006004153713566737,0.0012000000000000001,29.208187539523752
899,D ->E ->F ,0.006004153713566737,0.0012000000000000001,29.208187539523752
900,D ->E ->F ->B ,0.006004153713566737,0.0012000000000000001,29.208187539523752
901,D ,0.004002769142377825,0.0008,30.969100130080562
902,D ->F ,0.004002769142377825,0.0008,30.969100130080562
903,D ->F ->B ,0.004002769142377825,0.0008,30.969100130080562
904,D ,0.012008307427133474,0.0024,26.19788758288394
905,D ->F ,0.012008307427133474,0.0024,26.19788758288394
906,D ->F ->E ,0.012008307427133474,0.0024,26.19788758288394
907,D ->F ->E ->C ,0.012008307427133474,0.0024,26.19788758288394
908,D ->F ->E ->C ->A ,0.012008307427133474,0.0024,26.19788758288394
909,D ->F ->E ->C ->A ->B ,0.012008307427133474,0.0024,26.19788758288394
910,D ,0.010006922855944561,0.002,26.989700043360187
911,D ->A ,0.010006922855944561,0.002,26.989700043360187
912,D ->A ->B ,0.010006922855944561,0.002,26.989700043360187
913,D ->A ->B ->F ,0.010006922855944561,0.002,26.989700043360187
914,D ->A ->B ->F ->E ,0.010006922855944561,0.002,26.989700043360187
915,D ->A ->B ->F ->E ->C ,0.010006922855944561,0.002,26.989700043360187
916,D ,0.0025017307139861404,0.0005,33.01029995663981
917,D ->A ,0.0025017307139861404,0.0005,33.01029995663981
918,D ->A ->C ,0.0025017307139861404,0.0005,33.01029995663981
919,D ,0.005503807570769509,0.0011,29.58607314841775
920,D ->B ,0.005503807570769509,0.0011,29.58607314841775
921,D ->B ->A ,0.005503807570769509,0.0011,29.58607314841775
922,D ->B ->A ->C ,0.005503807570769509,0.0011,29.58607314841775
923,D ,0.00800553828475565,0.0015999999999999999,27.958800173440753
924,D ->B ,0.00800553828475565,0.0015999999999999999,27.958800173440753
925,D ->B ->F ,0.00800553828475565,0.0015999999999999999,27.958800173440753
926,D ->B ->F ->E ,0.00800553828475565,0.0015999999999999999,27.958800173440753
927,D ->B ->F ->E ->C ,0.00800553828475565,0.0015999999999999999,27.958800173440753
928,D ,0.0025017307139861404,0.0005,33.01029995663981
929,D ->C ,0.0025017307139861404,0.0005,33.01029995663981
930,D ,0.0025017307139861404,0.0005,33.01029995663981
931,D ->E ,0.0025017307139861404,0.0005,33.01029995663981
932,D ->E ->C ,0.0025017307139861404,0.0005,33.01029995663981
933,D ,0.010006922855944561,0.002,26.989700043360187
934,D ->E ,0.010006922855944561,0.002,26.989700043360187
935,D ->E ->F ,0.010006922855944561,0.002,26.989700043360187
936,D ->E ->F ->B ,0.010006922855944561,0.002,26.989700043360187
937,D ->E ->F ->B ->A ,0.010006922855944561,0.002,26.989700043360187
938,D ->E ->F ->B ->A ->C ,0.010006922855944561,0.002,26.989700043360187
939,D ,0.00800553828475565,0.0015999999999999999,27.958800173440753
940,D ->F ,0.00800553828475565,0.0015999999999999999,27.958800173440753
941,D ->F ->B ,0.00800553828475565,0.0015999999999999999,27.958800173440753
942,D ->F ->B ->A ,0.00800553828475565,0.0015999999999999999,27.958800173440753
943,D ->F ->B ->A ->C ,0.00800553828475565,0.0015999999999999999,27.958800173440753
944,D ,0.00800553828475565,0.0015999999999999999,27.958800173440753
945,D ->F ,0.00800553828475565,0.0015999999999999999,27.958800173440753
946,D ->F ->E ,0.00800553828475565,0.0015999999999999999,27.958800173440753
947,D ->F ->E ->C ,0.00800553828475565,0.0015999999999999999,27.958800173440753
948,D ,0.008505884427552877,0.0017000000000000001,27.69551078621726
949,D ->A ,0.008505884427552877,0.0017000000000000001,27.69551078621726
950,D ->A ->B ,0.008505884427552877,0.0017000000000000001,27.69551078621726
951,D ->A ->B ->F ,0.008505884427552877,0.0017000000000000001,27.69551078621726
952,D ->A ->B ->F ->E ,0.008505884427552877,0.0017000000000000001,27.69551078621726
953,D ,0.004002769142377825,0.0008,30.969100130080562
954,D ->A ,0.004002769142377825,0.0008,30.969100130080562
955,D ->A ->C ,0.004002769142377825,0.0008,30.969100130080562
956,D ->A ->C ->E ,0.004002769142377825,0.0008,30.969100130080562
957,D ,0.007004845999161194,0.0014000000000000002,28.53871964321762
958,D ->B ,0.007004845999161194,0.0014000000000000002,28.53871964321762
959,D ->B ->A ,0.007004845999161194,0.0014000000000000002,28.53871964321762
960,D ->B ->A ->C ,0.007004845999161194,0.0014000000000000002,28.53871964321762
961,D ->B ->A ->C ->E ,0.007004845999161194,0.0014000000000000002,28.53871964321762
962,D ,0.006504499856363965,0.0013,28.86056647693163
963,D ->B ,0.006504499856363965,0.0013,28.86056647693163
964,D ->B ->F ,0.006504499856363965,0.0013,28.86056647693163
965,D ->B ->F ->E ,0.006504499856363965,0.0013,28.86056647693163
966,D ,0.011507961284336246,0.0023,26.38272163982407
967,D ->C ,0.011507961284336246,0.0023,26.38272163982407
968,D ->C ->A ,0.011507961284336246,0.0023,26.38272163982407
969,D ->C ->A ->B ,0.011507961284336246,0.0023,26.38272163982407
970,D ->C ->A ->B ->F ,0.011507961284336246,0.0023,26.38272163982407
971,D ->C ->A ->B ->F ->E ,0.011507961284336246,0.0023,26.38272163982407
972,D ,0.004002769142377825,0.0008,30.969100130080562
973,D ->C ,0.004002769142377825,0.0008,30.969100130080562
974,D ->C ->E ,0.004002769142377825,0.0008,30.969100130080562
975,D ,0.0010006922855944561,0.0002,36.98970004336019
976,D ->E ,0.0010006922855944561,0.0002,36.98970004336019
977,D ,0.009506576713147334,0.0018999999999999998,27.21246399047171
978,D ->F ,0.009506576713147334,0.0018999999999999998,27.21246399047171
979,D ->F ->B ,0.009506576713147334,0.0018999999999999998,27.21246399047171
980,D ->F ->B ->A ,0.009506576713147334,0.0018999999999999998,27.21246399047171
981,D ->F ->B ->A ->C ,0.009506576713147334,0.0018999999999999998,27.21246399047171
982,D ->F ->B ->A ->C ->E ,0.009506576713147334,0.0018999999999999998,27.21246399047171
983,D ,0.006504499856363965,0.0013,28.86056647693163
984,D ->F ,0.006504499856363965,0.0013,28.86056647693163
985,D ->F ->E ,0.006504499856363965,0.0013,28.86056647693163
986,D ,0.004753288356573667,0.00095,30.222763947111524
987,D ->A ,0.004753288356573667,0.00095,30.222763947111524
988,D ->A ->B ,0.004753288356573667,0.00095,30.222763947111524
989,D ->A ->B ->F ,0.004753288356573667,0.00095,30.222763947111524
990,D ,0.007755365213357035,0.0015500000000000002,28.096683018297085
991,D ->A ,0.007755365213357035,0.0015500000000000002,28.096683018297085
992,D ->A ->C ,0.007755365213357035,0.0015500000000000002,28.096683018297085
993,D ->A ->C ->E ,0.007755365213357035,0.0015500000000000002,28.096683018297085
994,D ->A ->C ->E ->F ,0.007755365213357035,0.0015500000000000002,28.096683018297085
995,D ,0.010757442070140405,0.00215,26.675615400843945
996,D ->B ,0.010757442070140405,0.00215,26.675615400843945
997,D ->B ->A ,0.010757442070140405,0.00215,26.675615400843945
998,D ->B ->A ->C ,0.010757442070140405,0.00215,26.675615400843945
999,D ->B ->A ->C ->E ,0.010757442070140405,0.00215,26.675615400843945
1000,D ->B ->A ->C ->E ->F ,0.010757442070140405,0.00215,26.675615400843945
1001,D ,0.0027519037853847546,0.00055,32.596373105057566
1002,D ->B ,0.0027519037853847546,0.00055,32.596373105057566
1003,D ->B ->F ,0.0027519037853847546,0.00055,32.596373105057566
1004,D ,0.0077553652133570345,0.00155,28.096683018297085
1005,D ->C ,0.0077553652133570345,0.00155,28.096683018297085
1006,D ->C ->A ,0.0077553652133570345,0.00155,28.096683018297085
1007,D ->C ->A ->B ,0.0077553652133570345,0.00155,28.096683018297085
1008,D ->C ->A ->B ->F ,0.0077553652133570345,0.00155,28.096683018297085
1009,D ,0.007755365213357035,0.0015500000000000002,28.096683018297085
1010,D ->C ,0.007755365213357035,0.0015500000000000002,28.096683018297085
1011,D ->C ->E ,0.007755365213357035,0.0015500000000000002,28.096683018297085
1012,D ->C ->E ->F ,0.007755365213357035,0.0015500000000000002,28.096683018297085
1013,D ,0.0077553652133570345,0.00155,28.096683018297085
1014,D ->E ,0.0077553652133570345,0.00155,28.096683018297085
1015,D ->E ->C ,0.0077553652133570345,0.00155,28.096683018297085
1016,D ->E ->C ->A ,0.0077553652133570345,0.00155,28.096683018297085
1017,D ->E ->C ->A ->B ,0.0077553652133570345,0.00155,28.096683018297085
1018,D ->E ->C ->A ->B ->F ,0.0077553652133570345,0.00155,28.096683018297085
1019,D ,0.004753288356573667,0.00095,30.222763947111524
1020,D ->E ,0.004753288356573667,0.00095,30.222763947111524
1021,D ->E ->F ,0.004753288356573667,0.00095,30.222763947111524
1022,D ,0.0027519037853847546,0.00055,32.596373105057566
1023,D ->F ,0.0027519037853847546,0.00055,32.596373105057566
1024,E ,0.0030020768567833684,0.0006000000000000001,32.21848749616356
1025,E ->C ,0.0030020768567833684,0.0006000000000000001,32.21848749616356
1026,E ->C ->A ,0.0030020768567833684,0.0006000000000000001,32.21848749616356
1027,E ,0.005003461427972281,0.001,30.0
1028,E ->C ,0.005003461427972281,0.001,30.0
1029,E ->C ->D ,0.005003461427972281,0.001,30.0
1030,E ->C ->D ->A ,0.005003461427972281,0.001,30.0
1031,E ,0.00800553828475565,0.0016,27.958800173440753
1032,E ->C ,0.00800553828475565,0.0016,27.958800173440753
1033,E ->C ->D ,0.00800553828475565,0.0016,27.958800173440753
1034,E ->C ->D ->B ,0.00800553828475565,0.0016,27.958800173440753
1035,E ->C ->D ->B ->A ,0.00800553828475565,0.0016,27.958800173440753
1036,E ,0.010507268998741789,0.0021000000000000003,26.777807052660805
1037,E ->C ,0.010507268998741789,0.0021000000000000003,26.777807052660805
1038,E ->C ->D ,0.010507268998741789,0.0021000000000000003,26.777807052660805
1039,E ->C ->D ->F ,0.010507268998741789,0.0021000000000000003,26.777807052660805
1040,E ->C ->D ->F ->B ,0.010507268998741789,0.0021000000000000003,26.777807052660805
1041,E ->C ->D ->F ->B ->A ,0.010507268998741789,0.0021000000000000003,26.777807052660805
1042,E ,0.0020013845711889123,0.0004,33.979400086720375
1043,E ->D ,0.0020013845711889123,0.0004,33.979400086720375
1044,E ->D ->A ,0.0020013845711889123,0.0004,33.979400086720375
1045,E ,0.005003461427972281,0.001,30.0
1046,E ->D ,0.005003461427972281,0.001,30.0
1047,E ->D ->B ,0.005003461427972281,0.001,30.0
1048,E ->D ->B ->A ,0.005003461427972281,0.001,30.0
1049,E ,0.005003461427972281,0.001,30.0
1050,E ->D ,0.005003461427972281,0.001,30.0
1051,E ->D ->C ,0.005003461427972281,0.001,30.0
1052,E ->D ->C ->A ,0.005003461427972281,0.001,30.0
1053,E ,0.0075051921419584215,0.0015,28.239087409443187
1054,E ->D ,0.0075051921419584215,0.0015,28.239087409443187
1055,E ->D ->F ,0.0075051921419584215,0.0015,28.239087409443187
1056,E ->D ->F ->B ,0.0075051921419584215,0.0015,28.239087409443187
1057,E ->D ->F ->B ->A ,0.0075051921419584215,0.0015,28.239087409443187
1058,E ,0.0075051921419584215,0.0015,28.239087409443187
1059,E ->F ,0.0075051921419584215,0.0015,28.239087409443187
1060,E ->F ->B ,0.0075051921419584215,0.0015,28.239087409443187
1061,E ->F ->B ->A ,0.0075051921419584215,0.0015,28.239087409443187
1062,E ,0.007505192141958421,0.0015,28.239087409443187
1063,E ->F ,0.007505192141958421,0.0015,28.239087409443187
1064,E ->F ->B ,0.007505192141958421,0.0015,28.239087409443187
1065,E ->F ->B ->D ,0.007505192141958421,0.0015,28.239087409443187
1066,E ->F ->B ->D ->A ,0.007505192141958421,0.0015,28.239087409443187
1067,E ,0.010507268998741789,0.0021,26.77780705266081
1068,E ->F ,0.010507268998741789,0.0021,26.77780705266081
1069,E ->F ->B ,0.010507268998741789,0.0021,26.77780705266081
1070,E ->F ->B ->D ,0.010507268998741789,0.0021,26.77780705266081
1071,E ->F ->B ->D ->C ,0.010507268998741789,0.0021,26.77780705266081
1072,E ->F ->B ->D ->C ->A ,0.010507268998741789,0.0021,26.77780705266081
1073,E ,0.0075051921419584215,0.0015,28.239087409443187
1074,E ->F ,0.0075051921419584215,0.0015,28.239087409443187
1075,E ->F ->D ,0.0075051921419584215,0.0015,28.239087409443187
1076,E ->F ->D ->A ,0.0075051921419584215,0.0015,28.239087409443187
1077,E ,0.010507268998741789,0.0021,26.77780705266081
1078,E ->F ,0.010507268998741789,0.0021,26.77780705266081
1079,E ->F ->D ,0.010507268998741789,0.0021,26.77780705266081
1080,E ->F ->D ->B ,0.010507268998741789,0.0021,26.77780705266081
1081,E ->F ->D ->B ->A ,0.010507268998741789,0.0021,26.77780705266081
1082,E ,0.01050726899874179,0.0021,26.77780705266081
1083,E ->F ,0.01050726899874179,0.0021,26.77780705266081
1084,E ->F ->D ,0.01050726899874179,0.0021,26.77780705266081
1085,E ->F ->D ->C ,0.01050726899874179,0.0021,26.77780705266081
1086,E ->F ->D ->C ->A ,0.01050726899874179,0.0021,26.77780705266081
1087,E ,0.005503807570769509,0.0011,29.58607314841775
1088,E ->C ,0.005503807570769509,0.0011,29.58607314841775
1089,E ->C ->A ,0.005503807570769509,0.0011,29.58607314841775
1090,E ->C ->A ->B ,0.005503807570769509,0.0011,29.58607314841775
1091,E ,0.005503807570769509,0.0011,29.58607314841775
1092,E ->C ,0.005503807570769509,0.0011,29.58607314841775
1093,E ->C ->A ,0.005503807570769509,0.0011,29.58607314841775
1094,E ->C ->A ->D ,0.005503807570769509,0.0011,29.58607314841775
1095,E ->C ->A ->D ->B ,0.005503807570769509,0.0011,29.58607314841775
1096,E ,0.00800553828475565,0.0016,27.958800173440753
1097,E ->C ,0.00800553828475565,0.0016,27.958800173440753
1098,E ->C ->A ,0.00800553828475565,0.0016,27.958800173440753
1099,E ->C ->A ->D ,0.00800553828475565,0.0016,27.958800173440753
1100,E ->C ->A ->D ->F ,0.00800553828475565,0.0016,27.958800173440753
1101,E ->C ->A ->D ->F ->B ,0.00800553828475565,0.0016,27.958800173440753
1102,E ,0.0075051921419584215,0.0015,28.239087409443187
1103,E ->C ,0.0075051921419584215,0.0015,28.239087409443187
1104,E ->C ->D ,0.0075051921419584215,0.0015,28.239087409443187
1105,E ->C ->D ->A ,0.0075051921419584215,0.0015,28.239087409443187
1106,E ->C ->D ->A ->B ,0.0075051921419584215,0.0015,28.239087409443187
1107,E ,0.005503807570769509,0.0011,29.58607314841775
1108,E ->C ,0.005503807570769509,0.0011,29.58607314841775
1109,E ->C ->D ,0.005503807570769509,0.0011,29.58607314841775
1110,E ->C ->D ->B ,0.005503807570769509,0.0011,29.58607314841775
1111,E ,0.00800553828475565,0.0016,27.958800173440753
1112,E ->C ,0.00800553828475565,0.0016,27.958800173440753
1113,E ->C ->D ,0.00800553828475565,0.0016,27.958800173440753
1114,E ->C ->D ->F ,0.00800553828475565,0.0016,27.958800173440753
1115,E ->C ->D ->F ->B ,0.00800553828475565,0.0016,27.958800173440753
1116,E ,0.004503115285175052,0.0009,30.45757490560675
1117,E ->D ,0.004503115285175052,0.0009,30.45757490560675
1118,E ->D ->A ,0.004503115285175052,0.0009,30.45757490560675
1119,E ->D ->A ->B ,0.004503115285175052,0.0009,30.45757490560675
1120,E ,0.0025017307139861404,0.0005,33.01029995663981
1121,E ->D ,0.0025017307139861404,0.0005,33.01029995663981
1122,E ->D ->B ,0.0025017307139861404,0.0005,33.01029995663981
1123,E ,0.0075051921419584215,0.0015,28.239087409443187
1124,E ->D ,0.0075051921419584215,0.0015,28.239087409443187
1125,E ->D ->C ,0.0075051921419584215,0.0015,28.239087409443187
1126,E ->D ->C ->A ,0.0075051921419584215,0.0015,28.239087409443187
1127,E ->D ->C ->A ->B ,0.0075051921419584215,0.0015,28.239087409443187
1128,E ,0.005003461427972281,0.001,30.0
1129,E ->D ,0.005003461427972281,0.001,30.0
1130,E ->D ->F ,0.005003461427972281,0.001,30.0
1131,E ->D ->F ->B ,0.005003461427972281,0.001,30.0
1132,E ,0.005003461427972281,0.001,30.0
1133,E ->F ,0.005003461427972281,0.001,30.0
1134,E ->F ->B ,0.005003461427972281,0.001,30.0
1135,E ,0.010006922855944561,0.002,26.989700043360187
1136,E ->F ,0.010006922855944561,0.002,26.989700043360187
1137,E ->F ->D ,0.010006922855944561,0.002,26.989700043360187
1138,E ->F ->D ->A ,0.010006922855944561,0.002,26.989700043360187
1139,E ->F ->D ->A ->B ,0.010006922855944561,0.002,26.989700043360187
1140,E ,0.00800553828475565,0.0015999999999999999,27.958800173440753
1141,E ->F ,0.00800553828475565,0.0015999999999999999,27.958800173440753
1142,E ->F ->D ,0.00800553828475565,0.0015999999999999999,27.958800173440753
1143,E ->F ->D ->B ,0.00800553828475565,0.0015999999999999999,27.958800173440753
1144,E ,0.01300899971272793,0.0026,25.85026652029182
1145,E ->F ,0.01300899971272793,0.0026,25.85026652029182
1146,E ->F ->D ,0.01300899971272793,0.0026,25.85026652029182
1147,E ->F ->D ->C ,0.01300899971272793,0.0026,25.85026652029182
1148,E ->F ->D ->C ->A ,0.01300899971272793,0.0026,25.85026652029182
1149,E ->F ->D ->C ->A ->B ,0.01300899971272793,0.0026,25.85026652029182
1150,E ,0.0015010384283916842,0.00030000000000000003,35.228787452803374
1151,E ->C ,0.0015010384283916842,0.00030000000000000003,35.228787452803374
1152,E ,0.0035024229995805965,0.0007000000000000001,31.54901959985743
1153,E ->D ,0.0035024229995805965,0.0007000000000000001,31.54901959985743
1154,E ->D ->A ,0.0035024229995805965,0.0007000000000000001,31.54901959985743
1155,E ->D ->A ->C ,0.0035024229995805965,0.0007000000000000001,31.54901959985743
1156,E ,0.0065044998563639645,0.0013,28.86056647693163
1157,E ->D ,0.0065044998563639645,0.0013,28.86056647693163
1158,E ->D ->B ,0.0065044998563639645,0.0013,28.86056647693163
1159,E ->D ->B ->A ,0.0065044998563639645,0.0013,28.86056647693163
1160,E ->D ->B ->A ->C ,0.0065044998563639645,0.0013,28.86056647693163
1161,E ,0.0035024229995805965,0.0007,31.54901959985743
1162,E ->D ,0.0035024229995805965,0.0007,31.54901959985743
1163,E ->D ->C ,0.0035024229995805965,0.0007,31.54901959985743
1164,E ,0.009006230570350106,0.0018,27.44727494896694
1165,E ->D ,0.009006230570350106,0.0018,27.44727494896694
1166,E ->D ->F ,0.009006230570350106,0.0018,27.44727494896694
1167,E ->D ->F ->B ,0.009006230570350106,0.0018,27.44727494896694
1168,E ->D ->F ->B ->A ,0.009006230570350106,0.0018,27.44727494896694
1169,E ->D ->F ->B ->A ->C ,0.009006230570350106,0.0018,27.44727494896694
1170,E ,0.009006230570350106,0.0018,27.44727494896694
1171,E ->F ,0.009006230570350106,0.0018,27.44727494896694
1172,E ->F ->B ,0.009006230570350106,0.0018,27.44727494896694
1173,E ->F ->B ->A ,0.009006230570350106,0.0018,27.44727494896694
1174,E ->F ->B ->A ->C ,0.009006230570350106,0.0018,27.44727494896694
1175,E ,0.011007615141539017,0.0022,26.575773191777937
1176,E ->F ,0.011007615141539017,0.0022,26.575773191777937
1177,E ->F ->B ,0.011007615141539017,0.0022,26.575773191777937
1178,E ->F ->B ->A ,0.011007615141539017,0.0022,26.575773191777937
1179,E ->F ->B ->A ->D ,0.011007615141539017,0.0022,26.575773191777937
1180,E ->F ->B ->A ->D ->C ,0.011007615141539017,0.0022,26.575773191777937
1181,E ,0.009006230570350104,0.0018,27.44727494896694
1182,E ->F ,0.009006230570350104,0.0018,27.44727494896694
1183,E ->F ->B ,0.009006230570350104,0.0018,27.44727494896694
1184,E ->F ->B ->D ,0.009006230570350104,0.0018,27.44727494896694
1185,E ->F ->B ->D ->A ,0.009006230570350104,0.0018,27.44727494896694
1186,E ->F ->B ->D ->A ->C ,0.009006230570350104,0.0018,27.44727494896694
1187,E ,0.009006230570350104,0.0018,27.44727494896694
1188,E ->F ,0.009006230570350104,0.0018,27.44727494896694
1189,E ->F ->B ,0.009006230570350104,0.0018,27.44727494896694
1190,E ->F ->B ->D ,0.009006230570350104,0.0018,27.44727494896694
1191,E ->F ->B ->D ->C ,0.009006230570350104,0.0018,27.44727494896694
1192,E ,0.009006230570350106,0.0018,27.44727494896694
1193,E ->F ,0.009006230570350106,0.0018,27.44727494896694
1194,E ->F ->D ,0.009006230570350106,0.0018,27.44727494896694
1195,E ->F ->D ->A ,0.009006230570350106,0.0018,27.44727494896694
1196,E ->F ->D ->A ->C ,0.009006230570350106,0.0018,27.44727494896694
1197,E ,0.012008307427133474,0.0024,26.19788758288394
1198,E ->F ,0.012008307427133474,0.0024,26.19788758288394
1199,E ->F ->D ,0.012008307427133474,0.0024,26.19788758288394
1200,E ->F ->D ->B ,0.012008307427133474,0.0024,26.19788758288394
1201,E ->F ->D ->B ->A ,0.012008307427133474,0.0024,26.19788758288394
1202,E ->F ->D ->B ->A ->C ,0.012008307427133474,0.0024,26.19788758288394
1203,E ,0.009006230570350106,0.0018,27.44727494896694
1204,E ->F ,0.009006230570350106,0.0018,27.44727494896694
1205,E ->F ->D ,0.009006230570350106,0.0018,27.44727494896694
1206,E ->F ->D ->C ,0.009006230570350106,0.0018,27.44727494896694
1207,E ,0.007004845999161194,0.0014000000000000002,28.53871964321762
1208,E ->C ,0.007004845999161194,0.0014000000000000002,28.53871964321762
1209,E ->C ->A ,0.007004845999161194,0.0014000000000000002,28.53871964321762
