,path,latency,noise,snr
409,B ->A ->C ,0.012008307427133474,0.0024000000000000002,26.19788758288394
410,B ->A ->C ->E ,0.012008307427133474,0.0024000000000000002,26.19788758288394
411,B ->A ->C ->E ->F ,0.012008307427133474,0.0024000000000000002,26.19788758288394
412,B ->A ->C ->E ->F ->D ,0.012008307427133474,0.0024000000000000002,26.19788758288394
413,B ,0.0035024229995805965,0.0007,31.54901959985743
414,B ->A ,0.0035024229995805965,0.0007,31.54901959985743
415,B ->A ->D ,0.0035024229995805965,0.0007,31.54901959985743
416,B ,0.0015010384283916842,0.00030000000000000003,35.228787452803374
417,B ->D ,0.0015010384283916842,0.00030000000000000003,35.228787452803374
418,B ,0.004002769142377825,0.0008,30.969100130080562
419,B ->F ,0.004002769142377825,0.0008,30.969100130080562
420,B ->F ->D ,0.004002769142377825,0.0008,30.969100130080562
421,B ,0.009006230570350104,0.0018,27.44727494896694
422,B ->F ,0.009006230570350104,0.0018,27.44727494896694
423,B ->F ->E ,0.009006230570350104,0.0018,27.44727494896694
424,B ->F ->E ->C ,0.009006230570350104,0.0018,27.44727494896694
425,B ->F ->E ->C ->A ,0.009006230570350104,0.0018,27.44727494896694
426,B ->F ->E ->C ->A ->D ,0.009006230570350104,0.0018,27.44727494896694
427,B ,0.009006230570350104,0.0018,27.44727494896694
428,B ->F ,0.009006230570350104,0.0018,27.44727494896694
429,B ->F ->E ,0.009006230570350104,0.0018,27.44727494896694
430,B ->F ->E ->C ,0.009006230570350104,0.0018,27.44727494896694
431,B ->F ->E ->C ->D ,0.009006230570350104,0.0018,27.44727494896694
432,B ,0.006004153713566737,0.0012000000000000001,29.208187539523752
433,B ->F ,0.006004153713566737,0.0012000000000000001,29.208187539523752
434,B ->F ->E ,0.006004153713566737,0.0012000000000000001,29.208187539523752
435,B ->F ->E ->D ,0.006004153713566737,0.0012000000000000001,29.208187539523752
436,B ,0.007505192141958421,0.0015,28.239087409443187
437,B ->A ,0.007505192141958421,0.0015,28.239087409443187
438,B ->A ->C ,0.007505192141958421,0.0015,28.239087409443187
439,B ->A ->C ->D ,0.007505192141958421,0.0015,28.239087409443187
440,B ->A ->C ->D ->E ,0.007505192141958421,0.0015,28.239087409443187
441,B ,0.01300899971272793,0.0026,25.85026652029182
442,B ->A ,0.01300899971272793,0.0026,25.85026652029182
443,B ->A ->C ,0.01300899971272793,0.0026,25.85026652029182
444,B ->A ->C ->D ,0.01300899971272793,0.0026,25.85026652029182
445,B ->A ->C ->D ->F ,0.01300899971272793,0.0026,25.85026652029182
446,B ->A ->C ->D ->F ->E ,0.01300899971272793,0.0026,25.85026652029182
447,B ,0.005503807570769509,0.0011,29.58607314841775
448,B ->A ,0.005503807570769509,0.0011,29.58607314841775
449,B ->A ->C ,0.005503807570769509,0.0011,29.58607314841775
450,B ->A ->C ->E ,0.005503807570769509,0.0011,29.58607314841775
451,B ,0.0075051921419584215,0.0015,28.239087409443187
452,B ->A ,0.0075051921419584215,0.0015,28.239087409443187
453,B ->A ->D ,0.0075051921419584215,0.0015,28.239087409443187
454,B ->A ->D ->C ,0.0075051921419584215,0.0015,28.239087409443187
455,B ->A ->D ->C ->E ,0.0075051921419584215,0.0015,28.239087409443187
456,B ,0.004503115285175052,0.0009,30.45757490560675
457,B ->A ,0.004503115285175052,0.0009,30.45757490560675
458,B ->A ->D ,0.004503115285175052,0.0009,30.45757490560675
459,B ->A ->D ->E ,0.004503115285175052,0.0009,30.45757490560675
460,B ,0.010006922855944561,0.002,26.989700043360187
461,B ->A ,0.010006922855944561,0.002,26.989700043360187
462,B ->A ->D ,0.010006922855944561,0.002,26.989700043360187
463,B ->A ->D ->F ,0.010006922855944561,0.002,26.989700043360187
464,B ->A ->D ->F ->E ,0.010006922855944561,0.002,26.989700043360187
465,B ,0.005503807570769509,0.0011,29.58607314841775
466,B ->D ,0.005503807570769509,0.0011,29.58607314841775
467,B ->D ->A ,0.005503807570769509,0.0011,29.58607314841775
468,B ->D ->A ->C ,0.005503807570769509,0.0011,29.58607314841775
469,B ->D ->A ->C ->E ,0.005503807570769509,0.0011,29.58607314841775
470,B ,0.005503807570769509,0.0011,29.58607314841775
471,B ->D ,0.005503807570769509,0.0011,29.58607314841775
472,B ->D ->C ,0.005503807570769509,0.0011,29.58607314841775
473,B ->D ->C ->E ,0.005503807570769509,0.0011,29.58607314841775
474,B ,0.0025017307139861404,0.0005,33.01029995663981
475,B ->D ,0.0025017307139861404,0.0005,33.01029995663981
476,B ->D ->E ,0.0025017307139861404,0.0005,33.01029995663981
477,B ,0.00800553828475565,0.0016,27.958800173440753
478,B ->D ,0.00800553828475565,0.0016,27.958800173440753
479,B ->D ->F ,0.00800553828475565,0.0016,27.958800173440753
480,B ->D ->F ->E ,0.00800553828475565,0.0016,27.958800173440753
481,B ,0.00800553828475565,0.0015999999999999999,27.958800173440753
482,B ->F ,0.00800553828475565,0.0015999999999999999,27.958800173440753
483,B ->F ->D ,0.00800553828475565,0.0015999999999999999,27.958800173440753
484,B ->F ->D ->A ,0.00800553828475565,0.0015999999999999999,27.958800173440753
485,B ->F ->D ->A ->C ,0.00800553828475565,0.0015999999999999999,27.958800173440753
486,B ->F ->D ->A ->C ->E ,0.00800553828475565,0.0015999999999999999,27.958800173440753
487,B ,0.00800553828475565,0.0015999999999999999,27.958800173440753
488,B ->F ,0.00800553828475565,0.0015999999999999999,27.958800173440753
489,B ->F ->D ,0.00800553828475565,0.0015999999999999999,27.958800173440753
490,B ->F ->D ->C ,0.00800553828475565,0.0015999999999999999,27.958800173440753
491,B ->F ->D ->C ->E ,0.00800553828475565,0.0015999999999999999,27.958800173440753
492,B ,0.005003461427972281,0.001,30.0
493,B ->F ,0.005003461427972281,0.001,30.0
494,B ->F ->D ,0.005003461427972281,0.001,30.0
495,B ->F ->D ->E ,0.005003461427972281,0.001,30.0
496,B ,0.005003461427972281,0.001,30.0
497,B ->F ,0.005003461427972281,0.001,30.0
498,B ->F ->E ,0.005003461427972281,0.001,30.0
499,B ,0.01125778821293763,0.0022500000000000003,26.478174818886373
500,B ->A ,0.01125778821293763,0.0022500000000000003,26.478174818886373
501,B ->A ->C ,0.01125778821293763,0.0022500000000000003,26.478174818886373
502,B ->A ->C ->D ,0.01125778821293763,0.0022500000000000003,26.478174818886373
503,B ->A ->C ->D ->E ,0.01125778821293763,0.0022500000000000003,26.478174818886373
504,B ->A ->C ->D ->E ->F ,0.01125778821293763,0.0022500000000000003,26.478174818886373
505,B ,0.00925640364174872,0.00185,27.328282715969863
506,B ->A ,0.00925640364174872,0.00185,27.328282715969863
507,B ->A ->C ,0.00925640364174872,0.00185,27.328282715969863
508,B ->A ->C ->D ,0.00925640364174872,0.00185,27.328282715969863
509,B ->A ->C ->D ->F ,0.00925640364174872,0.00185,27.328282715969863
510,B ,0.00925640364174872,0.00185,27.328282715969863
511,B ->A ,0.00925640364174872,0.00185,27.328282715969863
512,B ->A ->C ,0.00925640364174872,0.00185,27.328282715969863
513,B ->A ->C ->E ,0.00925640364174872,0.00185,27.328282715969863
514,B ->A ->C ->E ->D ,0.00925640364174872,0.00185,27.328282715969863
515,B ->A ->C ->E ->D ->F ,0.00925640364174872,0.00185,27.328282715969863
516,B ,0.00925640364174872,0.00185,27.328282715969863
517,B ->A ,0.00925640364174872,0.00185,27.328282715969863
518,B ->A ->C ,0.00925640364174872,0.00185,27.328282715969863
519,B ->A ->C ->E ,0.00925640364174872,0.00185,27.328282715969863
520,B ->A ->C ->E ->F ,0.00925640364174872,0.00185,27.328282715969863
521,B ,0.011257788212937632,0.0022500000000000003,26.478174818886373
522,B ->A ,0.011257788212937632,0.0022500000000000003,26.478174818886373
523,B ->A ->D ,0.011257788212937632,0.0022500000000000003,26.478174818886373
524,B ->A ->D ->C ,0.011257788212937632,0.0022500000000000003,26.478174818886373
525,B ->A ->D ->C ->E ,0.011257788212937632,0.0022500000000000003,26.478174818886373
526,B ->A ->D ->C ->E ->F ,0.011257788212937632,0.0022500000000000003,26.478174818886373
527,B ,0.008255711356154263,0.00165,27.825160557860936
528,B ->A ,0.008255711356154263,0.00165,27.825160557860936
529,B ->A ->D ,0.008255711356154263,0.00165,27.825160557860936
530,B ->A ->D ->E ,0.008255711356154263,0.00165,27.825160557860936
531,B ->A ->D ->E ->F ,0.008255711356154263,0.00165,27.825160557860936
532,B ,0.006254326784965351,0.00125,29.030899869919438
533,B ->A ,0.006254326784965351,0.00125,29.030899869919438
534,B ->A ->D ,0.006254326784965351,0.00125,29.030899869919438
535,B ->A ->D ->F ,0.006254326784965351,0.00125,29.030899869919438
536,B ,0.00925640364174872,0.00185,27.328282715969863
537,B ->D ,0.00925640364174872,0.00185,27.328282715969863
538,B ->D ->A ,0.00925640364174872,0.00185,27.328282715969863
539,B ->D ->A ->C ,0.00925640364174872,0.00185,27.328282715969863
540,B ->D ->A ->C ->E ,0.00925640364174872,0.00185,27.328282715969863
541,B ->D ->A ->C ->E ->F ,0.00925640364174872,0.00185,27.328282715969863
542,B ,0.00925640364174872,0.00185,27.328282715969863
543,B ->D ,0.00925640364174872,0.00185,27.328282715969863
544,B ->D ->C ,0.00925640364174872,0.00185,27.328282715969863
545,B ->D ->C ->E ,0.00925640364174872,0.00185,27.328282715969863
546,B ->D ->C ->E ->F ,0.00925640364174872,0.00185,27.328282715969863
547,B ,0.006254326784965351,0.00125,29.030899869919438
548,B ->D ,0.006254326784965351,0.00125,29.030899869919438
549,B ->D ->E ,0.006254326784965351,0.00125,29.030899869919438
550,B ->D ->E ->F ,0.006254326784965351,0.00125,29.030899869919438
551,B ,0.004252942213776438,0.0008500000000000001,30.70581074285707
552,B ->D ,0.004252942213776438,0.0008500000000000001,30.70581074285707
553,B ->D ->F ,0.004252942213776438,0.0008500000000000001,30.70581074285707
554,B ,0.0012508653569930702,0.00025,36.020599913279625
555,B ->F ,0.0012508653569930702,0.00025,36.020599913279625
556,C ,0.0015010384283916842,0.00030000000000000003,35.228787452803374
557,C ->A ,0.0015010384283916842,0.00030000000000000003,35.228787452803374
558,C ,0.0035024229995805965,0.0007,31.54901959985743
559,C ->D ,0.0035024229995805965,0.0007,31.54901959985743
560,C ->D ->A ,0.0035024229995805965,0.0007,31.54901959985743
561,C ,0.0065044998563639645,0.0013,28.86056647693163
562,C ->D ,0.0065044998563639645,0.0013,28.86056647693163
563,C ->D ->B ,0.0065044998563639645,0.0013,28.86056647693163
564,C ->D ->B ->A ,0.0065044998563639645,0.0013,28.86056647693163
565,C ,0.011007615141539018,0.0021999999999999997,26.575773191777937
566,C ->D ,0.011007615141539018,0.0021999999999999997,26.575773191777937
567,C ->D ->E ,0.011007615141539018,0.0021999999999999997,26.575773191777937
568,C ->D ->E ->F ,0.011007615141539018,0.0021999999999999997,26.575773191777937
569,C ->D ->E ->F ->B ,0.011007615141539018,0.0021999999999999997,26.575773191777937
570,C ->D ->E ->F ->B ->A ,0.011007615141539018,0.0021999999999999997,26.575773191777937
571,C ,0.009006230570350106,0.0018000000000000002,27.44727494896694
572,C ->D ,0.009006230570350106,0.0018000000000000002,27.44727494896694
573,C ->D ->F ,0.009006230570350106,0.0018000000000000002,27.44727494896694
574,C ->D ->F ->B ,0.009006230570350106,0.0018000000000000002,27.44727494896694
575,C ->D ->F ->B ->A ,0.009006230570350106,0.0018000000000000002,27.44727494896694
576,C ,0.0035024229995805965,0.0007,31.54901959985743
577,C ->E ,0.0035024229995805965,0.0007,31.54901959985743
578,C ->E ->D ,0.0035024229995805965,0.0007,31.54901959985743
579,C ->E ->D ->A ,0.0035024229995805965,0.0007,31.54901959985743
580,C ,0.0065044998563639645,0.0013,28.86056647693163
581,C ->E ,0.0065044998563639645,0.0013,28.86056647693163
582,C ->E ->D ,0.0065044998563639645,0.0013,28.86056647693163
583,C ->E ->D ->B ,0.0065044998563639645,0.0013,28.86056647693163
584,C ->E ->D ->B ->A ,0.0065044998563639645,0.0013,28.86056647693163
585,C ,0.009006230570350106,0.0018000000000000002,27.44727494896694
586,C ->E ,0.009006230570350106,0.0018000000000000002,27.44727494896694
587,C ->E ->D ,0.009006230570350106,0.0018000000000000002,27.44727494896694
588,C ->E ->D ->F ,0.009006230570350106,0.0018000000000000002,27.44727494896694
589,C ->E ->D ->F ->B ,0.009006230570350106,0.0018000000000000002,27.44727494896694
590,C ->E ->D ->F ->B ->A ,0.009006230570350106,0.0018000000000000002,27.44727494896694
591,C ,0.009006230570350106,0.0018000000000000002,27.44727494896694
592,C ->E ,0.009006230570350106,0.0018000000000000002,27.44727494896694
593,C ->E ->F ,0.009006230570350106,0.0018000000000000002,27.44727494896694
594,C ->E ->F ->B ,0.009006230570350106,0.0018000000000000002,27.44727494896694
595,C ->E ->F ->B ->A ,0.009006230570350106,0.0018000000000000002,27.44727494896694
596,C ,0.009006230570350104,0.0018000000000000004,27.44727494896694
597,C ->E ,0.009006230570350104,0.0018000000000000004,27.44727494896694
598,C ->E ->F ,0.009006230570350104,0.0018000000000000004,27.44727494896694
599,C ->E ->F ->B ,0.009006230570350104,0.0018000000000000004,27.44727494896694
600,C ->E ->F ->B ->D ,0.009006230570350104,0.0018000000000000004,27.44727494896694
601,C ->E ->F ->B ->D ->A ,0.009006230570350104,0.0018000000000000004,27.44727494896694
602,C ,0.009006230570350104,0.0018000000000000004,27.44727494896694
603,C ->E ,0.009006230570350104,0.0018000000000000004,27.44727494896694
604,C ->E ->F ,0.009006230570350104,0.0018000000000000004,27.44727494896694
605,C ->E ->F ->D ,0.009006230570350104,0.0018000000000000004,27.44727494896694
606,C ->E ->F ->D ->A ,0.009006230570350104,0.0018000000000000004,27.44727494896694
607,C ,0.012008307427133474,0.0024000000000000002,26.19788758288394
608,C ->E ,0.012008307427133474,0.0024000000000000002,26.19788758288394
609,C ->E ->F ,0.012008307427133474,0.0024000000000000002,26.19788758288394
610,C ->E ->F ->D ,0.012008307427133474,0.0024000000000000002,26.19788758288394
611,C ->E ->F ->D ->B ,0.012008307427133474,0.0024000000000000002,26.19788758288394
612,C ->E ->F ->D ->B ->A ,0.012008307427133474,0.0024000000000000002,26.19788758288394
613,C ,0.004002769142377825,0.0008,30.969100130080562
614,C ->A ,0.004002769142377825,0.0008,30.969100130080562
615,C ->A ->B ,0.004002769142377825,0.0008,30.969100130080562
616,C ,0.004002769142377825,0.0008,30.969100130080562
617,C ->A ,0.004002769142377825,0.0008,30.969100130080562
618,C ->A ->D ,0.004002769142377825,0.0008,30.969100130080562
619,C ->A ->D ->B ,0.004002769142377825,0.0008,30.969100130080562
620,C ,0.008505884427552879,0.0017,27.69551078621726
621,C ->A ,0.008505884427552879,0.0017,27.69551078621726
622,C ->A ->D ,0.008505884427552879,0.0017,27.69551078621726
623,C ->A ->D ->E ,0.008505884427552879,0.0017,27.69551078621726
624,C ->A ->D ->E ->F ,0.008505884427552879,0.0017,27.69551078621726
625,C ->A ->D ->E ->F ->B ,0.008505884427552879,0.0017,27.69551078621726
626,C ,0.006504499856363965,0.0013000000000000002,28.86056647693163
627,C ->A ,0.006504499856363965,0.0013000000000000002,28.86056647693163
628,C ->A ->D ,0.006504499856363965,0.0013000000000000002,28.86056647693163
629,C ->A ->D ->F ,0.006504499856363965,0.0013000000000000002,28.86056647693163
630,C ->A ->D ->F ->B ,0.006504499856363965,0.0013000000000000002,28.86056647693163
631,C ,0.006004153713566737,0.0012000000000000001,29.208187539523752
632,C ->D ,0.006004153713566737,0.0012000000000000001,29.208187539523752
633,C ->D ->A ,0.006004153713566737,0.0012000000000000001,29.208187539523752
634,C ->D ->A ->B ,0.006004153713566737,0.0012000000000000001,29.208187539523752
635,C ,0.004002769142377825,0.0008,30.969100130080562
636,C ->D ,0.004002769142377825,0.0008,30.969100130080562
637,C ->D ->B ,0.004002769142377825,0.0008,30.969100130080562
638,C ,0.008505884427552879,0.0017,27.69551078621726
639,C ->D ,0.008505884427552879,0.0017,27.69551078621726
640,C ->D ->E ,0.008505884427552879,0.0017,27.69551078621726
641,C ->D ->E ->F ,0.008505884427552879,0.0017,27.69551078621726
642,C ->D ->E ->F ->B ,0.008505884427552879,0.0017,27.69551078621726
643,C ,0.006504499856363965,0.0013000000000000002,28.86056647693163
644,C ->D ,0.006504499856363965,0.0013000000000000002,28.86056647693163
645,C ->D ->F ,0.006504499856363965,0.0013000000000000002,28.86056647693163
646,C ->D ->F ->B ,0.006504499856363965,0.0013000000000000002,28.86056647693163
647,C ,0.006004153713566737,0.0012000000000000001,29.208187539523752
648,C ->E ,0.006004153713566737,0.0012000000000000001,29.208187539523752
649,C ->E ->D ,0.006004153713566737,0.0012000000000000001,29.208187539523752
650,C ->E ->D ->A ,0.006004153713566737,0.0012000000000000001,29.208187539523752
651,C ->E ->D ->A ->B ,0.006004153713566737,0.0012000000000000001,29.208187539523752
652,C ,0.004002769142377825,0.0008,30.969100130080562
653,C ->E ,0.004002769142377825,0.0008,30.969100130080562
654,C ->E ->D ,0.004002769142377825,0.0008,30.969100130080562
655,C ->E ->D ->B ,0.004002769142377825,0.0008,30.969100130080562
656,C ,0.006504499856363965,0.0013000000000000002,28.86056647693163
657,C ->E ,0.006504499856363965,0.0013000000000000002,28.86056647693163
658,C ->E ->D ,0.006504499856363965,0.0013000000000000002,28.86056647693163
659,C ->E ->D ->F ,0.006504499856363965,0.0013000000000000002,28.86056647693163
660,C ->E ->D ->F ->B ,0.006504499856363965,0.0013000000000000002,28.86056647693163
661,C ,0.006504499856363965,0.0013000000000000002,28.86056647693163
662,C ->E ,0.006504499856363965,0.0013000000000000002,28.86056647693163
663,C ->E ->F ,0.006504499856363965,0.0013000000000000002,28.86056647693163
664,C ->E ->F ->B ,0.006504499856363965,0.0013000000000000002,28.86056647693163
665,C ,0.011507961284336244,0.0023000000000000004,26.38272163982407
666,C ->E ,0.011507961284336244,0.0023000000000000004,26.38272163982407
667,C ->E ->F ,0.011507961284336244,0.0023000000000000004,26.38272163982407
668,C ->E ->F ->D ,0.011507961284336244,0.0023000000000000004,26.38272163982407
669,C ->E ->F ->D ->A ,0.011507961284336244,0.0023000000000000004,26.38272163982407
670,C ->E ->F ->D ->A ->B ,0.011507961284336244,0.0023000000000000004,26.38272163982407
671,C ,0.009506576713147334,0.0019000000000000002,27.21246399047171
672,C ->E ,0.009506576713147334,0.0019000000000000002,27.21246399047171
673,C ->E ->F ,0.009506576713147334,0.0019000000000000002,27.21246399047171
674,C ->E ->F ->D ,0.009506576713147334,0.0019000000000000002,27.21246399047171
675,C ->E ->F ->D ->B ,0.009506576713147334,0.0019000000000000002,27.21246399047171
676,C ,0.005503807570769509,0.0011,29.58607314841775
677,C ->A ,0.005503807570769509,0.0011,29.58607314841775
678,C ->A ->B ,0.005503807570769509,0.0011,29.58607314841775
679,C ->A ->B ->D ,0.005503807570769509,0.0011,29.58607314841775
680,C ,0.00800553828475565,0.0016000000000000003,27.95880017344075
681,C ->A ,0.00800553828475565,0.0016000000000000003,27.95880017344075
682,C ->A ->B ,0.00800553828475565,0.0016000000000000003,27.95880017344075
683,C ->A ->B ->F ,0.00800553828475565,0.0016000000000000003,27.95880017344075
684,C ->A ->B ->F ->D ,0.00800553828475565,0.0016000000000000003,27.95880017344075
685,C ,0.01000692285594456,0.002,26.989700043360187
686,C ->A ,0.01000692285594456,0.002,26.989700043360187
687,C ->A ->B ,0.01000692285594456,0.002,26.989700043360187
688,C ->A ->B ->F ,0.01000692285594456,0.002,26.989700043360187
689,C ->A ->B ->F ->E ,0.01000692285594456,0.002,26.989700043360187
690,C ->A ->B ->F ->E ->D ,0.01000692285594456,0.002,26.989700043360187
691,C ,0.0025017307139861404,0.0005,33.01029995663981
692,C ->A ,0.0025017307139861404,0.0005,33.01029995663981
693,C ->A ->D ,0.0025017307139861404,0.0005,33.01029995663981
694,C ,0.0025017307139861404,0.0005,33.01029995663981
695,C ->D ,0.0025017307139861404,0.0005,33.01029995663981
696,C ,0.0025017307139861404,0.0005,33.01029995663981
697,C ->E ,0.0025017307139861404,0.0005,33.01029995663981
698,C ->E ->D ,0.0025017307139861404,0.0005,33.01029995663981
699,C ,0.010006922855944563,0.002,26.989700043360187
700,C ->E ,0.010006922855944563,0.002,26.989700043360187
701,C ->E ->F ,0.010006922855944563,0.002,26.989700043360187
702,C ->E ->F ->B ,0.010006922855944563,0.002,26.989700043360187
703,C ->E ->F ->B ->A ,0.010006922855944563,0.002,26.989700043360187
704,C ->E ->F ->B ->A ->D ,0.010006922855944563,0.002,26.989700043360187
705,C ,0.00800553828475565,0.0016000000000000003,27.95880017344075
706,C ->E ,0.00800553828475565,0.0016000000000000003,27.95880017344075
707,C ->E ->F ,0.00800553828475565,0.0016000000000000003,27.95880017344075
708,C ->E ->F ->B ,0.00800553828475565,0.0016000000000000003,27.95880017344075
709,C ->E ->F ->B ->D ,0.00800553828475565,0.0016000000000000003,27.95880017344075
710,C ,0.00800553828475565,0.0016000000000000003,27.95880017344075
711,C ->E ,0.00800553828475565,0.0016000000000000003,27.95880017344075
712,C ->E ->F ,0.00800553828475565,0.0016000000000000003,27.95880017344075
713,C ->E ->F ->D ,0.00800553828475565,0.0016000000000000003,27.95880017344075
714,C ,0.006504499856363965,0.0013000000000000002,28.86056647693163
715,C ->A ,0.006504499856363965,0.0013000000000000002,28.86056647693163
716,C ->A ->B ,0.006504499856363965,0.0013000000000000002,28.86056647693163
717,C ->A ->B ->D ,0.006504499856363965,0.0013000000000000002,28.86056647693163
718,C ->A ->B ->D ->E ,0.006504499856363965,0.0013000000000000002,28.86056647693163
719,C ,0.012008307427133475,0.0024000000000000002,26.19788758288394
720,C ->A ,0.012008307427133475,0.0024000000000000002,26.19788758288394
721,C ->A ->B ,0.012008307427133475,0.0024000000000000002,26.19788758288394
722,C ->A ->B ->D ,0.012008307427133475,0.0024000000000000002,26.19788758288394
723,C ->A ->B ->D ->F ,0.012008307427133475,0.0024000000000000002,26.19788758288394
724,C ->A ->B ->D ->F ->E ,0.012008307427133475,0.0024000000000000002,26.19788758288394
725,C ,0.009006230570350104,0.0018000000000000004,27.44727494896694
726,C ->A ,0.009006230570350104,0.0018000000000000004,27.44727494896694
727,C ->A ->B ,0.009006230570350104,0.0018000000000000004,27.44727494896694
728,C ->A ->B ->F ,0.009006230570350104,0.0018000000000000004,27.44727494896694
729,C ->A ->B ->F ->D ,0.009006230570350104,0.0018000000000000004,27.44727494896694
730,C ->A ->B ->F ->D ->E ,0.009006230570350104,0.0018000000000000004,27.44727494896694
731,C ,0.009006230570350104,0.0018000000000000002,27.44727494896694
732,C ->A ,0.009006230570350104,0.0018000000000000002,27.44727494896694
733,C ->A ->B ,0.009006230570350104,0.0018000000000000002,27.44727494896694
734,C ->A ->B ->F ,0.009006230570350104,0.0018000000000000002,27.44727494896694
735,C ->A ->B ->F ->E ,0.009006230570350104,0.0018000000000000002,27.44727494896694
736,C ,0.009006230570350104,0.0018000000000000002,27.44727494896694
737,C ->A ,0.009006230570350104,0.0018000000000000002,27.44727494896694
738,C ->A ->D ,0.009006230570350104,0.0018000000000000002,27.44727494896694
739,C ->A ->D ->B ,0.009006230570350104,0.0018000000000000002,27.44727494896694
740,C ->A ->D ->B ->F ,0.009006230570350104,0.0018000000000000002,27.44727494896694
741,C ->A ->D ->B ->F ->E ,0.009006230570350104,0.0018000000000000002,27.44727494896694
742,C ,0.0035024229995805965,0.0007,31.54901959985743
743,C ->A ,0.0035024229995805965,0.0007,31.54901959985743
744,C ->A ->D ,0.0035024229995805965,0.0007,31.54901959985743
745,C ->A ->D ->E ,0.0035024229995805965,0.0007,31.54901959985743
746,C ,0.009006230570350106,0.0018000000000000002,27.44727494896694
747,C ->A ,0.009006230570350106,0.0018000000000000002,27.44727494896694
748,C ->A ->D ,0.009006230570350106,0.0018000000000000002,27.44727494896694
749,C ->A ->D ->F ,0.009006230570350106,0.0018000000000000002,27.44727494896694
750,C ->A ->D ->F ->E ,0.009006230570350106,0.0018000000000000002,27.44727494896694
751,C ,0.011007615141539018,0.0022,26.575773191777937
752,C ->D ,0.011007615141539018,0.0022,26.575773191777937
753,C ->D ->A ,0.011007615141539018,0.0022,26.575773191777937
754,C ->D ->A ->B ,0.011007615141539018,0.0022,26.575773191777937
755,C ->D ->A ->B ->F ,0.011007615141539018,0.0022,26.575773191777937
756,C ->D ->A ->B ->F ->E ,0.011007615141539018,0.0022,26.575773191777937
757,C ,0.009006230570350104,0.0018000000000000002,27.44727494896694
758,C ->D ,0.009006230570350104,0.0018000000000000002,27.44727494896694
759,C ->D ->B ,0.009006230570350104,0.0018000000000000002,27.44727494896694
760,C ->D ->B ->F ,0.009006230570350104,0.0018000000000000002,27.44727494896694
761,C ->D ->B ->F ->E ,0.009006230570350104,0.0018000000000000002,27.44727494896694
762,C ,0.0035024229995805965,0.0007,31.54901959985743
763,C ->D ,0.0035024229995805965,0.0007,31.54901959985743
764,C ->D ->E ,0.0035024229995805965,0.0007,31.54901959985743
765,C ,0.009006230570350106,0.0018000000000000002,27.44727494896694
766,C ->D ,0.009006230570350106,0.0018000000000000002,27.44727494896694
767,C ->D ->F ,0.009006230570350106,0.0018000000000000002,27.44727494896694
768,C ->D ->F ->E ,0.009006230570350106,0.0018000000000000002,27.44727494896694
769,C ,0.0015010384283916842,0.00030000000000000003,35.228787452803374
770,C ->E ,0.0015010384283916842,0.00030000000000000003,35.228787452803374
771,C ,0.010257095927343175,0.00205,26.882461389442458
772,C ->A ,0.010257095927343175,0.00205,26.882461389442458
773,C ->A ->B ,0.010257095927343175,0.00205,26.882461389442458
774,C ->A ->B ->D ,0.010257095927343175,0.00205,26.882461389442458
775,C ->A ->B ->D ->E ,0.010257095927343175,0.00205,26.882461389442458
776,C ->A ->B ->D ->E ->F ,0.010257095927343175,0.00205,26.882461389442458
777,C ,0.008255711356154265,0.00165,27.825160557860936
778,C ->A ,0.008255711356154265,0.00165,27.825160557860936
779,C ->A ->B ,0.008255711356154265,0.00165,27.825160557860936
780,C ->A ->B ->D ,0.008255711356154265,0.00165,27.825160557860936
781,C ->A ->B ->D ->F ,0.008255711356154265,0.00165,27.825160557860936
782,C ,0.0052536344993708945,0.0010500000000000002,29.788107009300617
783,C ->A ,0.0052536344993708945,0.0010500000000000002,29.788107009300617
784,C ->A ->B ,0.0052536344993708945,0.0010500000000000002,29.788107009300617
785,C ->A ->B ->F ,0.0052536344993708945,0.0010500000000000002,29.788107009300617
786,C ,0.0052536344993708945,0.0010500000000000002,29.788107009300617
787,C ->A ,0.0052536344993708945,0.0010500000000000002,29.788107009300617
788,C ->A ->D ,0.0052536344993708945,0.0010500000000000002,29.788107009300617
789,C ->A ->D ->B ,0.0052536344993708945,0.0010500000000000002,29.788107009300617
790,C ->A ->D ->B ->F ,0.0052536344993708945,0.0010500000000000002,29.788107009300617
791,C ,0.007255019070559808,0.00145,28.386319977650253
792,C ->A ,0.007255019070559808,0.00145,28.386319977650253
793,C ->A ->D ,0.007255019070559808,0.00145,28.386319977650253
794,C ->A ->D ->E ,0.007255019070559808,0.00145,28.386319977650253
795,C ->A ->D ->E ->F ,0.007255019070559808,0.00145,28.386319977650253
796,C ,0.005253634499370895,0.0010500000000000002,29.788107009300617
797,C ->A ,0.005253634499370895,0.0010500000000000002,29.788107009300617
798,C ->A ->D ,0.005253634499370895,0.0010500000000000002,29.788107009300617
799,C ->A ->D ->F ,0.005253634499370895,0.0010500000000000002,29.788107009300617
800,C ,0.007255019070559807,0.0014500000000000001,28.386319977650253
801,C ->D ,0.007255019070559807,0.0014500000000000001,28.386319977650253
802,C ->D ->A ,0.007255019070559807,0.0014500000000000001,28.386319977650253
803,C ->D ->A ->B ,0.007255019070559807,0.0014500000000000001,28.386319977650253
804,C ->D ->A ->B ->F ,0.007255019070559807,0.0014500000000000001,28.386319977650253
